name,img,url,logo,category,description,location
GIGI Coffee,https://www.sunwaypyramid.com/static/shops/91d34233e913536b1d6e4b2688f49c80/w768-crop.jpg,https://www.sunwaypyramid.com/directory/gigi-coffee,https://www.sunwaypyramid.com/static/shops/d5887b23e9a8119a03a4807868759e22/w768.png,Food & Beverages,"Your inspiration to achieve greatness in life, starting with Everyday Great Coffee.",LG2.08A (Lower Ground 2 Floor)
GINTELL,https://www.sunwaypyramid.com/static/shops/2c9d3d9bb30e8047b18f09178c7b861f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/gintell,https://www.sunwaypyramid.com/static/shops/247181740e6d29001dc7fb8b7a6c6aeb/w768.png,Health & Wellness,,F1.87C (First Floor)
GIUJI,https://www.sunwaypyramid.com/static/shops/eecda035143cda618128fb5b6a03005d/w768-crop.jpg,https://www.sunwaypyramid.com/directory/giuji,https://www.sunwaypyramid.com/static/shops/f310e33df342e02f88f1a319f17e3c40/w768.png,Fashion,,LG2.037.PushCart (Lower Ground 2 Floor)
GODIVA,https://www.sunwaypyramid.com/static/shops/4e06528cc47128288b80ed96e4549e1b/w768-crop.jpg,https://www.sunwaypyramid.com/directory/godiva,https://www.sunwaypyramid.com/static/shops/abcac5e8eee0c29f0b93eb489df3dd6e/w768.png,Food & Beverages,"GODIVA is the world’s most iconic premium chocolate company, dedicated to opening people’s eyes to a more wonderful world. What started in a humble home workshop in Brussels 95 years ago, is now available in Malaysia and at Sunway Pyramid!
Every piece of GODIVA is bursting with quality, Belgian craftsmanship, and the world’s finest ingredients. The underpinning of our incredible chocolate has, and always will be, an authenticity that flows from our proud Belgian heritage. Our Belgium 1926 logo reflects this spirit, paying homage to the time and place where our story first began.",GF.Ice Rink Railing (Ground Floor)
GORDON RAMSAY BAR & GRILL,https://www.sunwaypyramid.com/static/shops/c29cbc511ca8be410c21b2c30edd375f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/gordon-ramsay-bar-and-grill,https://www.sunwaypyramid.com/static/shops/87908ab395c11ae984c617c3566f3ee8/w768.png,Food & Beverages,"Gordon Ramsay Bar & Grill in Sunway City Kuala Lumpur is located at Sunway Resort. This is the iconic British chef’s inaugural restaurant in Malaysia and the first Gordon Ramsay Bar & Grill outside the United Kingdom.
The restaurant blends Gordon Ramsay’s British heritage with the grace and grandeur of Sunway Resort. A series of luxurious and intimate spaces include a trio of private dining rooms – 8 Mayfair, 10 Soho and 12 Chelsea, a grand dining room with semi-private seating booths and a glittering cocktail bar with floor-to-ceiling windows, seating up to a total of 150 guests at a time.
The interior design features robust furnishings with a rich red and forest green colour scheme accentuated by polished walnut hardwood flooring, brass finishes, 24 karat gold leaf hand-placed ceiling and more. Monochrome portraits of British style icons by celebrated photographers Terry O’Neill and Arthur Steel feature The Rolling Stones frontman Sir Mick Jagger, the original 007 Sir Sean Connery, supermodels Jean Shrimpton and Twiggy, line the walls of the main dining room.
Gordon Ramsay Bar & Grill features an exquisite menu inspired by one of London’s most iconic restaurants, Savoy Grill, showcasing only the finest ingredients presented with culinary flair from the highly skilled, Gordon Ramsay-trained team. Diners can look forward to savouring prime cuts of meat dry-aged in-house and Chef Ramsay’s most desirable dishes, such as his ‘Classic Beef Wellington’, served tableside, the ‘Spiced Beef Tartare with Egg Yolk Confit’, his must-try ‘Arnold Bennett Twice-baked Cheese Soufflé with Mornay Sauce’, the ‘Dover Sole with Grenobloise capers sauce’ and more. For guests looking to wind down in the evenings, take a seat at our bar and sip on concoctions from a masterly crafted menu of classic favourites, cocktails with Malaysian-inspired flavours and a host of premium wines and spirits. Adjacent to the cocktail bar, a dedicated wine cellar showcases an extensive global wine list for wine enthusiasts and a private room welcomes intimate evenings for tastings, social gatherings and more.","Lobby Level, Sunway Resort (Ground Floor)"
GRAND IMPERIAL RESTAURANT,https://www.sunwaypyramid.com/static/shops/0b8b044cd69e179af9716a6e181cca87/w768-crop.jpg,https://www.sunwaypyramid.com/directory/grand-imperial-restaurant,https://www.sunwaypyramid.com/static/shops/c44c5d96851bb3299a687f09cb6921e9/w768.png,Food & Beverages,"Established since 2008, we are Malaysia’s leading company in the food & beverage industry and wedding services. We showcase a fleet of outstanding restaurants offering various culinary experiences, from Chinese delicacies to Chinese Dim Sum, BBQ, Seafood Steamboat, Hong Kong noodles, and tangy fresh seafood.
Also, Grand Imperial Restaurant Royale Ballroom Sunway is definitely the perfect location for an intimate wedding without compromising on perfect settings with luxurious detailing.
Step into the finest ballroom, designed to cater your guests with utmost importance. Featuring high ceiling, warm lighting and many more From the floor to the smallest interior details it is a revitalized piece of living celebration. No doubt, your wedding ceremony will be a memorable one.","Suite 101, First Floor, The Pinnacle Annex (Ground Floor)"
Gadget Hub,https://www.sunwaypyramid.com/static/shops/e9d205991694f8f1fda682cbd804a911/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/gadget-hub,https://www.sunwaypyramid.com/static/shops/b1e95953a598d967b05486b92afed907/w768.png,Digital Lifestyle,,F1.705-2.PushCart ()
GadgetHub,https://www.sunwaypyramid.com/static/shops/26cf36c6d46df300a1d187182f1b0a0e/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/gadgethub,https://www.sunwaypyramid.com/static/shops/9a5a4f68b10883b966e18d4afb06dfe7/w768.png,Digital Lifestyle,"GadgetHub has always been a pioneer and at the forefront in retail by bringing in trending products and upkeeping emerging market trends. Over thirteen (13) years in the retail business, we are specializing in manufacturing, distributing and retailing high quality gadget accessories and lifestyle products. Our product selection is well monitored and not in the act of making or selling lookalike goods and products that carries fake trademark.
Aiming to unlock the potential of both qualities yet affordable gadget markets, we practice strict quality control and assurance as we trust this is the way to ensure the quality of customer experience. Come by to one of our largest outlets in Malaysia at Sunway Pyramid for the enjoyable experience!",F1.28 (First Floor)
Galaxy Ace,https://www.sunwaypyramid.com/static/shops/ebc03c741f11e670056a3c645b536745/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/galaxy-ace,https://www.sunwaypyramid.com/static/shops/c84cf0dd87e2989fecfbf370d30d4ef6/w768.png,Fashion,,"LG2,M.057.PushCart (Lower Ground 2 Floor)"
Galaxy Collection,https://www.sunwaypyramid.com/static/shops/dd20e452a750dccf7ffbf14b5697dd29/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/galaxy-collection,https://www.sunwaypyramid.com/static/shops/fa9fe878e56b771c6535648d0800e278/w768.png,Toys & Hobbies,,"LG2,M.062.PushCart (Lower Ground 2 Floor)"
Galaxy Gift,https://www.sunwaypyramid.com/static/shops/a06d50172b045197fad6cdb23baf00c1/w768-crop.jpg,https://www.sunwaypyramid.com/directory/galaxy-gift,https://www.sunwaypyramid.com/static/shops/c1e4939b1764c1a482a80502463bd41b/w768.png,Asian Avenue,"Retailing of customized plate, accessories, souvenir and gift.",F1.AV.32 (First Floor)
Garrett Popcorn Shops®,https://www.sunwaypyramid.com/static/shops/3a0963461cdac8cdcca99293a192f233/w768-crop.jpg,https://www.sunwaypyramid.com/directory/garrett-popcorn-shopsr,https://www.sunwaypyramid.com/static/shops/e841c7f5fa803e4104d28c57ffb9282a/w768.png,Food & Beverages,"Garrett Popcorn Shops® - A Chicago Tradition from the USA since 1949
For over seven decades, Garrett Popcorn Shops has served gourmet popcorn using wholesome ingredients in their secret family recipes, passed down for generations. Custom grown, non-GMO butterfly and mushroom kernels are first hot-air popped in their kitchens, then enriched with flavor in seasoned, old-fashioned Copper Kettles. Because good things take time, Garrett Popcorn is handcrafted in small batches throughout the day.
Signature recipes include the fan-invented, original Chicago-style popcorn, Chicago Mix™, which blends the sweetness of CaramelCrisp™ with the savory goodness of CheeseCorn; plus Buttery (a vegan treat!), Plain, CheeseCorn, CaramelCrisp, Almond CaramelCrisp and Macadamia CaramelCrisp.
Like no other™, Garrett Popcorn enchants adoring fans around the world",LG2.RINK.B (Lower Ground 2 Floor)
Geb,https://www.sunwaypyramid.com/static/shops/91fca91593c207f947f69a5320c68160/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/geb,https://www.sunwaypyramid.com/static/shops/b70cd404a9cb8c07c4d65c9695935d9a/w768.png,Fashion,Retailing of fashion apparel and related accessories.,LG1.77 (Lower Ground 1 Floor)
Genius Games,https://www.sunwaypyramid.com/static/shops/59ac6fc0e2460593bbf35ba3ef1e028e/w768-crop.jpg,https://www.sunwaypyramid.com/directory/genius-games,https://www.sunwaypyramid.com/static/shops/23805f5fd97230b24c4d65abcdc59c7f/w768.png,Toys & Hobbies,"Remember your childhood days when it was so easy to find a store selling cheap PS2 or computer games and there are folders after folders of them for you to browse through while you need not feel the pressure of purchasing a game you love because of the high pricing? Genius Games brings this moment back as kids these days still crowd around the store to buy or simply have the thrill of flipping through the files to get updated with other games they may not know of and might be interested in buying. This is the exact store back then where many teens stop by to play the console attached to a TV up front at the counter when they did not have one at home. Your old-school game shop still exists here at Sunway Pyramid F floor outside of Asian Avenue so come on over to relive those nostalgic moments and check out the good deals on not only games, but also gaming hardware.",F1.40A (First Floor)
Genki Sushi,https://www.sunwaypyramid.com/static/shops/335df76a588f63e7a54a74f40da66002/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/genki-sushi,https://www.sunwaypyramid.com/static/shops/1700a8fb1027f6d3f25963f9653f2d8c/w768.png,Food & Beverages,"Genki Sushi is a halal certified Japanese sushi chain brand that offers value-for-money dining experiences for those who desire a variety of authentic yet affordable Japanese sushi experience. It first began in 1968 when a 24-year-old Japanese sushi chef, Fumio Saito, created the concept of “Kaiten Sushi” and pioneered the use of a revolving conveyor belt to serve sushi. Through a Kousoku Express system, Genki Sushi brilliantly delivers dishes to tables, providing a quick and exciting dining experience. Genki Sushi seeks to serve the most professional and authentic experience and are dedicated to providing a variety of affordable sushi while never compromising their quality. Genki Sushi’s menu ranges from Gunkan, handrolls to rice and noodles as well as desserts.",LG1.109 (Lower Ground 1 Floor)
Geox,https://www.sunwaypyramid.com/static/shops/cb766f3a3b0aae76d1ea71beb6bffb8b/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/geox,https://www.sunwaypyramid.com/static/shops/813a81e4fc0cd63bfbe8fafaea5a8a82/w768.png,Footwear,"Find your perfect fit of classy and comfortable shoes at Geox in Sunway Pyramid! The Italian footwear brand was founded in1995 by Mario Moretti Polegato, and since then has been creating high-quality shoes that are functional without forgetting to make them oh-so-stylish. The special Geox technology incorporated into the timeless and well-preserved traditions of Italian shoe manufacturers make the brand stand out from all its competitors. Hailing from a country that’s renowned as one of the leaders of fashion globally, it’s not doubt these shoes are designed in a way that makes you look classy and sophisticated instantly. Another unique feature about Geox shoes is that it makes your feet breather, thanks to the patented perforation in the outer soles that help to create natural air in the shoe, and the special waterproof and breathable membrane that ensures your feet are dry. This unique and innovative feature guarantees you a comfortable fit and air-conditioned feet no matter how many hours you wear their shoes. Available in numerous styles and designs, there’s a comfortable and stylish pair to suit everyone’s preference. For the man aiming to achieve a formal look, opt for their breathable and trendy Chelsea boots, durable and flexible desert boots, or the classic and versatile formal leather shoes, perfect for the man who wants to look refined yet have the comfort of a good old pair of sneakers. Classy loafers are super comfortable, breathable and light, and are available in leather and suede variations. Sneakers at Geox are no ordinary sneakers, with its technology allowing for air-circulation around the foot, activated by movement and enhanced by the materials used. Casual shoes are also available in contemporary versatile designs that offer a refined on-trend look. In this hot tropical weather, you may opt for open-toe sandals, for optimal breathability, total comfort and functionality combined into one trendy pair of footwear.",G1.37 (Ground Floor)
